"";"x"
"7784";"LuftVODV235"
"7785";"LuftVODV236"
"7786";"LuftVODV237"
"7787";"LuftVODV238"
"7788";"LuftVODV239"
"7789";"LuftVODV240"
"7790";"LuftVODV2422020"
"7791";"LuftVODV243"
"7792";"LuftVODV246"
"7793";"LuftVODV2472020"
"7794";"LuftVODV248"
"7795";"LuftVODV249"
"7796";"LuftVODV250"
"7797";"LuftVODV251"
"7798";"LuftVODV2522020"
"7799";"LuftVODV253"
"7800";"LuftVODV255"
"7801";"LuftVODV257"
"7802";"LuftVODV258"
"7803";"LuftVODV259"
"7804";"LuftVODV96"
"7805";"LuftVODV98"
"7806";"LuftVStAbsenkV2012"
"7807";"LuftVStAbsenkV2017"
"7808";"LuftVStAbsenkV2018"
"7809";"LuftVStAbsenkV2019"
"7810";"LuftVStAbsenkV2020"
"7811";"LuftVStAbsenkV2021"
"7812";"LuftVStAbsenkV2022"
"7813";"LuftVStAbsenkV2023"
"7814";"LuftVStFestV2014"
"7815";"LuftVStFestV2015"
"7816";"LuftVStFestV2016"
"7817";"LuftVStG19Abs3u5Bek2020"
"7818";"LwAusbV1995"
"7819";"LwAusglAbgV1971"
"7820";"MAbkMadridGemAO1996"
"7821";"MainDonWasStrG2"
"7822";"ManövAbkCANIGBR"
"7823";"MarkenG34Abs2Bek97"
"7824";"MarkenG8Bek000327"
"7825";"MarkenG8Bek02"
"7826";"MarkenG8Bek200004"
"7827";"MarkenG8Bek2009"
"7828";"MarkenG8Bek95"
"7829";"MarkenG8Bek96"
"7830";"MarkenG8Bek9608"
"7831";"MarkenG8Bek9709"
"7832";"MarkenG8Bek9803"
"7833";"MarkenG8Bek9805"
"7834";"MarkenG8Bek9807"
"7835";"MarkenG8Bek9809"
"7836";"MarkenG8Bek9811"
"7837";"MarkenG8Bek99"
"7838";"MarkenG8Bek9905"
"7839";"MarkenG8Bek9907"
"7840";"MarkenG8Bek990720"
"7841";"MarkenG8Bek97"
"7842";"MBAPrV"
"7843";"MetGlockAusbV"
"7844";"MetallbAusbV2008"
"7845";"MfSÜPrRLBek2022"
"7846";"MinTafelWV"
"7847";"MindVersSHBek2013"
"7848";"MindVersSHBek2018"
"7849";"MinNettoV2004"
"7850";"MKSeuchV2005"
"7851";"MLElbeSKanalSchlBetrZV"
"7852";"MontanMitbestGErgGWO2005"
"7853";"MoselSchAbgT2002"
"7854";"MoselVtrFRALUX"
"7855";"MoselVtrFRALUXG"
"7856";"MSchnAusbV2004"
"7857";"Münz100200EuroBek"
"7858";"Münz100EuroBek2004"
"7859";"Münz100EuroBek2005"
"7860";"Münz100EuroBek2006"
"7861";"Münz100EuroBek2007"
"7862";"Münz100EuroBek2008"
"7863";"Münz100EuroBek20090731"
"7864";"Münz100EuroBek2010"
"7865";"Münz100EuroBek2011"
"7866";"Münz100EuroBek2012"
"7867";"Münz100EuroBek20140228"
"7868";"Münz100EuroBek20150623"
"7869";"Münz100EuroBek20160404"
"7870";"Münz100EuroBek20161201"
"7871";"Münz100EuroBek20171023"
"7872";"Münz100EuroBek20190807"
"7873";"Münz100EuroBek20191008"
"7874";"Münz100EuroBek20210208"
"7875";"Münz100EuroBek20210915"
"7876";"Münz100EuroBek20220912"
"7877";"Münz10DMBek198710"
"7878";"Münz10DMBek198808"
"7879";"Münz10DMBek198810"
"7880";"Münz10DMBek1989"
"7881";"Münz10DMBek198908"
"7882";"Münz10DMBek198910"
"7883";"Münz10DMBek1990"
"7884";"Münz10DMBek1991"
"7885";"Münz10DMBek199111"
"7886";"Münz10DMBek1992"
"7887";"Münz10DMBek199211"
"7888";"Münz10DMBek199305"
"7889";"Münz10DMBek199309"
"7890";"Münz10DMBek199402"
"7891";"Münz10DMBek199410"
"7892";"Münz10DMBek1995"
"7893";"Münz10DMBek199507"
"7894";"Münz10DMBek199510"
"7895";"Münz10DMBek199605"
"7896";"Münz10DMBek199702"
"7897";"Münz10DMBek199707"
"7898";"Münz10DMBek199710"
"7899";"Münz10DMBek199801"
"7900";"Münz10DMBek199804"
"7901";"Münz10DMBek199805"
"7902";"Münz10DMBek199808"
"7903";"Münz10DMBek199905"
"7904";"Münz10DMBek19990517"
"7905";"Münz10DMBek19990714"
"7906";"Münz10DMBek19991123"
"7907";"Münz10DMBek19991124"
"7908";"Münz10DMBek2000"
"7909";"Münz10DMBek200008"
"7910";"Münz10DMBek200011"
"7911";"Münz10DMBek200104"
"7912";"Münz10DMBek200107"
"7913";"Münz10EuroBek2002"
"7914";"Münz10EuroBek200203"
"7915";"Münz10EuroBek200205"
"7916";"Münz10EuroBek200210"
"7917";"Münz10EuroBek2003"
"7918";"Münz10EuroBek200303"
"7919";"Münz10EuroBek200304"
"7920";"Münz10EuroBek20030428"
"7921";"Münz10EuroBek20030527"
"7922";"Münz10EuroBek20030908"
"7923";"Münz10EuroBek2004"
"7924";"Münz10EuroBek200403"
"7925";"Münz10EuroBek20040321"
"7926";"Münz10EuroBek20040324"
"7927";"Münz10EuroBek20040706"
"7928";"Münz10EuroBek20040827"
"7929";"Münz10EuroBek20041216"
"7930";"Münz10EuroBek2005"
"7931";"Münz10EuroBek200504"
"7932";"Münz10EuroBek200505"
"7933";"Münz10EuroBek200507"
"7934";"Münz10EuroBek200509"
"7935";"Münz10EuroBek200511"
"7936";"Münz10EuroBek20060109"
"7937";"Münz10EuroBek20060117"
"7938";"Münz10EuroBek20060712"
"7939";"Münz10EuroBek200607122"
"7940";"Münz10EuroBek20061117"
"7941";"Münz10EuroBek20070124"
"7942";"Münz10EuroBek20070505"
"7943";"Münz10EuroBek20070515"
"7944";"Münz10EuroBek20071011"
"7945";"Münz10EuroBek20080119"
"7946";"Münz10EuroBek20080317"
"7947";"Münz10EuroBek20080424"
"7948";"Münz10EuroBek20080528"
"7949";"Münz10EuroBek20080825"
"7950";"Münz10EuroBek20090304"
"7951";"Münz10EuroBek20090324"
"7952";"Münz10EuroBek20090507"
"7953";"Münz10EuroBek20090529"
"7954";"Münz10EuroBek20090727"
"7955";"Münz10EuroBek20090904"
"7956";"Münz10EuroBek201004"
"7957";"Münz10EuroBek20100510"
"7958";"Münz10EuroBek20100520"
"7959";"Münz10EuroBek201008"
"7960";"Münz10EuroBek20100924"
"7961";"Münz10EuroBek20101217"
"7962";"Münz10EuroBek20110120"
"7963";"Münz10EuroBek20110523"
"7964";"Münz10EuroBek201105232"
"7965";"Münz10EuroBek20110525"
"7966";"Münz10EuroBek20110623"
"7967";"Münz10EuroBek20110920"
"7968";"Münz10EuroBek20111213"
"7969";"Münz10EuroBek20120213"
"7970";"Münz10EuroBek20120308"
"7971";"Münz10EuroBek20120910"
"7972";"Münz10EuroBek20121119"
"7973";"Münz10EuroBek20130321"
"7974";"Münz10EuroBek20130425"
"7975";"Münz10EuroBek20130709"
"7976";"Münz10EuroBek20140228"
"7977";"Münz10EuroBek201402282"
"7978";"Münz10EuroBek201402283"
"7979";"Münz10EuroBek20140506"
"7980";"Münz10EuroBek20140708"
"7981";"Münz10EuroBek201407082"
"7982";"Münz10EuroBek20150623"
"7983";"Münz10EuroBek201506232"
"7984";"Münz10EuroBek201506233"
"7985";"Münz10EuroBek201506234"
"7986";"Münz10EuroBek201506235"
"7987";"Münz10EuroBek20160404"
"7988";"Münz10EuroBek20190807"
"7989";"Münz10EuroBek20200320"
"7990";"Münz10EuroBek20210423"
"7991";"Münz10EuroBek20220406"
"7992";"Münz1PfBek1948"
"7993";"Münz1PfBekBW"
"7994";"Münz20EuroBek2010"
"7995";"Münz20EuroBek2011"
"7996";"Münz20EuroBek2012"
"7997";"Münz20EuroBek2013"
"7998";"Münz20EuroBek20150623"
"7999";"Münz20EuroBek201506232"
"8000";"Münz20EuroBek201604041"
"8001";"Münz20EuroBek201604042"
"8002";"Münz20EuroBek20160711"
"8003";"Münz20EuroBek20161201"
"8004";"Münz20EuroBek201612012"
"8005";"Münz20EuroBek201612013"
"8006";"Münz20EuroBek20170113"
"8007";"Münz20EuroBek20170323"
"8008";"Münz20EuroBek20170419"
"8009";"Münz20EuroBek20170615"
"8010";"Münz20EuroBek201710231"
"8011";"Münz20EuroBek201710232"
"8012";"Münz20EuroBek201807231"
"8013";"Münz20EuroBek201807232"
"8014";"Münz20EuroBek201807233"
"8015";"Münz20EuroBek201807234"
"8016";"Münz20EuroBek20181002"
"8017";"Münz20EuroBek20190807"
"8018";"Münz20EuroBek201908071"
"8019";"Münz20EuroBek201908072"
"8020";"Münz20EuroBek201908073"
"8021";"Münz20EuroBek201908074"
"8022";"Münz20EuroBek201908075"
"8023";"Münz20EuroBek20190828"
"8024";"Münz20EuroBek202001221"
"8025";"Münz20EuroBek202001222"
"8026";"Münz20EuroBek20200820"
"8027";"Münz20EuroBek202008201"
"8028";"Münz20EuroBek202008202"
"8029";"Münz20EuroBek202102081"
"8030";"Münz20EuroBek202102082"
"8031";"Münz20EuroBek20210423"
"8032";"Münz20EuroBek202104231"
"8033";"Münz20EuroBek202106211"
"8034";"Münz20EuroBek202106212"
"8035";"Münz20EuroBek202201201"
"8036";"Münz20EuroBek202201202"
"8037";"Münz20EuroBek202204061"
"8038";"Münz20EuroBek202204062"
"8039";"Münz20EuroBek20220912"
"8040";"Münz20EuroBek202303301"
"8041";"Münz20EuroBek202303302"
"8042";"Münz25EuroBek20160404"
"8043";"Münz25EuroBek20210915"
"8044";"Münz25EuroBek20221117"
"8045";"Münz2DMBek1970"
"8046";"Münz2DMBek1973"
"8047";"Münz2DMBek1979"
"8048";"Münz2DMBek1988"
"8049";"Münz2DMBek1990"
"8050";"Münz2DMBek1994"
"8051";"Münz2EuroBek2006"
"8052";"Münz2EuroBek200611"
"8053";"Münz2EuroBek200612"
"8054";"Münz2EuroBek200712"
"8055";"Münz2EuroBek200810"
"8056";"Münz2EuroBek200811"
"8057";"Münz2EuroBek200911"
"8058";"Münz2EuroBek2010"
"8059";"Münz2EuroBek2011"
"8060";"Münz2EuroBek2012"
"8061";"Münz2EuroBek2013"
"8062";"Münz2EuroBek201301"
"8063";"Münz2EuroBek20140228"
"8064";"Münz2EuroBek20150623"
"8065";"Münz2EuroBek201506232"
"8066";"Münz2EuroBek201604041"
"8067";"Münz2EuroBek201604042"
"8068";"Münz2EuroBek20170113"
"8069";"Münz2EuroBek201807231"
"8070";"Münz2EuroBek201807232"
"8071";"Münz2EuroBek20190807"
"8072";"Münz2EuroBek20191008"
"8073";"Münz2EuroBek20200122"
"8074";"Münz2EuroBek202102081"
"8075";"Münz2EuroBek202102082"
"8076";"Münz2EuroBek20220120"
"8077";"Münz2EuroBek20220406"
"8078";"Münz2EuroBek20230330"
"8079";"Münz2PfBek1950"
"8080";"Münz2PfBek1968"
"8081";"Münz510PfBek"
"8082";"Münz50EuroBek20170515"
"8083";"Münz50EuroBek20180802"
"8084";"Münz50EuroBek20190828"
"8085";"Münz50EuroBek20200820"
"8086";"Münz50EuroBek20210621"
"8087";"Münz50EuroBek20220912"
"8088";"Münz50PfBek1949"
"8089";"Münz50PfBek1950"
"8090";"Münz50PfBek1972"
"8091";"Münz5DMBek1953"
"8092";"Münz5DMBek195504"
"8093";"Münz5DMBek195508"
"8094";"Münz5DMBek1957"
"8095";"Münz5DMBek1966"
"8096";"Münz5DMBek196702"
"8097";"Münz5DMBek196711"
"8098";"Münz5DMBek19681010"
"8099";"Münz5DMBek19681031"
"8100";"Münz5DMBek19681211"
"8101";"Münz5DMBek1969"
"8102";"Münz5DMBek1970"
"8103";"Münz5DMBek197108"
"8104";"Münz5DMBek197110"
"8105";"Münz5DMBek1972"
"8106";"Münz5DMBek197304"
"8107";"Münz5DMBek197311"
"8108";"Münz5DMBek197404"
"8109";"Münz5DMBek197411"
"8110";"Münz5DMBek19750108"
"8111";"Münz5DMBek19750122"
"8112";"Münz5DMBek197509"
"8113";"Münz5DMBek197510"
"8114";"Münz5DMBek197607"
"8115";"Münz5DMBek197703"
"8116";"Münz5DMBek197708"
"8117";"Münz5DMBek197803"
"8118";"Münz5DMBek197806"
"8119";"Münz5DMBek197902"
"8120";"Münz5DMBek1980"
"8121";"Münz5DMBek198008"
"8122";"Münz5DMBek198011"
"8123";"Münz5DMBek198105"
"8124";"Münz5DMBek198110"
"8125";"Münz5DMBek198207"
"8126";"Münz5DMBek198211"
"8127";"Münz5DMBek198305"
"8128";"Münz5DMBek198309"
"8129";"Münz5DMBek198404"
"8130";"Münz5DMBek198409"
"8131";"Münz5DMBek1985"
"8132";"Münz5DMBek198510"
"8133";"Münz5DMBek1986"
"8134";"Münz5DMBek198609"
"8135";"Münz5EuroBek20160404"
"8136";"Münz5EuroBek20170404"
"8137";"Münz5EuroBek20180723"
"8138";"Münz5EuroBek20191008"
"8139";"Münz5EuroBek20200820"
"8140";"Münz5EuroBek20210621"
"8141";"Münz5EuroBek20221117"
"8142";"MuKFrRGDBest1"
"8143";"MZG2005"
"8144";"NagProtUmsGEUV5112014DG"
"8145";"NatKautschOrgVorRV1989"
"8146";"NATOBRDVbg"
"8147";"NATOTrStatZusAbkNL"
"8148";"NATOVorRV1962"
"8149";"NaturLandschaftsPflPrV"
"8150";"NaturwMechAusbV2003"
"8151";"NeckarMainG"
"8152";"NeustädterBuchtFzgV2021"
"8153";"NiederlFrhEWGDG1"
"8154";"NiederlFrhEWGDG2"
"8155";"NiederlFrhEWGDV1"
"8156";"NMV1970"
"8157";"NOKGefAbwV"
"8158";"NOKLV"
"8159";"NotifizierungsverordnungDBASingapur"
"8160";"NotSanAPrV"
"8161";"NotV3"
"8162";"NSAufhG"
"8163";"NSVEntschG"
"8164";"NSAhndGBY"
"8165";"NSAhndGWB"
"8166";"NSAhndgGBR"
"8167";"NSAhndgGHE"
"8168";"NSStRpflVBrZ"
"8169";"NSUnrGBR"
"8170";"NSUnrGBR2"
"8171";"NSUnrGBY2"
"8172";"NSUnrGHE"
"8173";"NSUnrGHE2"
"8174";"NSUnrGRP"
"8175";"NSUnrGWB"
"8176";"NSUnrGWB2"
"8177";"NukHaftÜbkAtHaftÜbkGemProtG"
"8178";"ÖlHaftÜbk1992"
"8179";"ÖlVerschmSchIFÜbk1992"
"8180";"OFDAufgÜbertrV2004"
"8181";"OffshoreArbZV"
"8182";"OKZusAAbkVNM"
"8183";"OlympiaMünzBek1970"
"8184";"OpfBEinrBArchG2017uaÄndG"
"8185";"OrdenErl2"
"8186";"OrdenErl2013"
"8187";"OrdenErl2022"
"8188";"OrdenErl4"
"8189";"OrdenErl5"
"8190";"OrdenErl6"
"8191";"OrdenErl7"
"8192";"OrdenErl8"
"8193";"OrdenErl4ÄndErl2004"
"8194";"OrdenErl4ÄndErl2009"
"8195";"OrdenG5Bek2009"
"8196";"OrdensErl7NeufGenErl2022"
"8197";"OstseeschutzÄndV1"
"8198";"OstSUmwSchÜbk1992"
"8199";"OSZEVorRV2016"
"8200";"OWiG124V"
"8201";"OZG3Abs2S2V"
"8202";"PapIndMeistPrV2005"
"8203";"PapTechAusbV2010"
"8204";"ParkettlAusbV2002"
"8205";"PartGDDR"
"8206";"PatGGebrMGAV"
"8207";"PatG16aAbs1Bek96"
"8208";"PatG41Abs2Bek"
"8209";"PatG41Abs2Bek9504"
"8210";"PatG41Abs2Bek96"
"8211";"PatInfoZBek199911"
"8212";"PatInfoZBek200009"
"8213";"PatInfoZBek200102"
"8214";"PatInfoZBek2004"
"8215";"PatInfoZBek2009"
"8216";"PatInfoZBek2016"
"8217";"PatInfoZBek2017"
"8218";"PatInfoZBek2018"
"8219";"PatInfoZBek2020"
"8220";"PBeaKKVerwAufwVO"
"8221";"PBefGÄndG6"
"8222";"PBefG45aV5"
"8223";"PEPPV2013"
"8224";"PersStdBerVNW"
"8225";"PersStdGÄndG2"
"8226";"PersStruktGStreitkräfte"
"8227";"PfändfreiGrBek2003"
"8228";"PfändfreiGrBek2005"
"8229";"PfändfreiGrBek2007"
"8230";"PfändfreiGrBek2009"
"8231";"PfändfreiGrBek2011"
"8232";"PfändfreiGrBek2013"
"8233";"PfändfreiGrBek2015"
"8234";"PfändfreiGrBek2017"
"8235";"PfändfreiGrBek2019"
"8236";"PfändfreiGrBek2021"
"8237";"PfändfreiGrBek2022"
"8238";"Pfändungsfreigrenzenbekanntmachung2023"
"8239";"PflBeschauV1989"
"8240";"PflKartV1986"
"8241";"PflSchAnwV1992"
"8242";"PflSchSachkV2013"
"8243";"PfWirtAusbStEignV2011"
"8244";"PfWirtAusbV2010"
"8245";"PharmAusbV2009"
"8246";"PharmKfmAusbV2012"
"8247";"PhysThAPrV"
"8248";"PKHB2011"
"8249";"PKHB2012"
"8250";"PKHB2013"
"8251";"PKHB2014"
"8252";"PKHB2015"
"8253";"PKHB2016"
"8254";"PKHB2017"
"8255";"PKHB2018"
"8256";"PKHB2019"
"8257";"PKHB2020"
"8258";"PKHB2021"
"8259";"PKHB2022"
"8260";"PKHB2023"
"8261";"PkwEnVKV"
"8262";"PMeriteSaÄndErl1990"
"8263";"PMeriteSaÄndErl2010"
"8264";"PMeriteSaÄndErl2015"
"8265";"PMeriteSaÄndErl2022"
"8266";"PolierPrV2012"
"8267";"PolstDekoAusbV"
"8268";"POPAbfallÜberwV"
"8269";"PostAZV"
"8270";"PostAnwAbk1984"
"8271";"PostAuftrAbk1984"
"8272";"POSTDIENSTErnAnO1991"
"8273";"PostGÜbertrV"
"8274";"PostnachnAbk1984"
"8275";"PostPakAbk1984"
"8276";"PostSparAbk1984"
"8277";"PostZtgAbk1984"
"8278";"PreisV182"
"8279";"PreisV3053"
"8280";"PrfZAbkAUT"
"8281";"PSABV"
"8282";"PSADG"
"8283";"PsychThGSGB5uaÄndG"
"8284";"PTAAPrV"
"8285";"RAAG2006"
"8286";"RAG1982"
"8287";"RAG1983"
"8288";"RAG1984"
"8289";"RAG1985"
"8290";"RAG1986"
"8291";"RAG1987"
"8292";"RAG1988"
"8293";"RAG1989"
"8294";"RAG1990"
"8295";"RAG1991"
"8296";"RaumAAusbV2004"
"8297";"RAV1992"
"8298";"RAV1993"
"8299";"RAV1994"
"8300";"RAV1995"
"8301";"RAV1996"
"8302";"RAV1997"
"8303";"RAV1998"
"8304";"RAV1999"
"8305";"RAV2000"
"8306";"RAV2001"
"8307";"RAV2002"
"8308";"RAV2003"
"8309";"RBBek2012"
"8310";"RBBek2013"
"8311";"RBBek2014"
"8312";"RBBek2015"
"8313";"RBBek2016"
"8314";"RBSFV2022"
"8315";"RdFunkGÄndG1"
"8316";"RebflAnpflV0203"
"8317";"RebPflV1986"
"8318";"REDG"
"8319";"RegGErklEinigVtr"
"8320";"RegG5DV"
"8321";"ReiseKfmAusbV2011"
"8322";"ReNoPatAusbFachEigV"
"8323";"RentBkGrSchGRP"
"8324";"RevierjAusbStEignV2011"
"8325";"RevjAusbV2010"
"8326";"RheinfallVtrCHE"
"8327";"RheinfallVtrGCHE"
"8328";"RheinfallVtrSchlProtCHE"
"8329";"RheinMainDonSchStrGBek19680506"
"8330";"RheinMainDonSchStrGBek19701023"
"8331";"RheinMainDonSchStrGBek197208"
"8332";"RheinPatVÄndInkrV1"
"8333";"RheinSchPV1994"
"8334";"RheinSchUO1994Prot19"
"8335";"RHiVtrCAN"
"8336";"RHiVtrPRT"
"8337";"RHiVtrTUN"
"8338";"RHiVtrYUG"
"8339";"RindFlSoErstV1994"
"8340";"RSiedlGErgG1935"
"8341";"RTrAbwG11Abs3DV"
"8342";"RVBZV"
"8343";"RVUVAbkPOL"
"8344";"RVUVAbkPOLG"
"8345";"RVUVAbkVbgPOL"
"8346";"RVUVRAG1987"
"8347";"RVBeitrSBek2011"
"8348";"RVBeitrSBek2014"
"8349";"RVBeitrSBek2016"
"8350";"RVBeitrSBek2017"
"8351";"RVBeitrSBek2020"
"8352";"RVBeitrSBek2021"
"8353";"RVBeitrSBek2022"
"8354";"RVBeitrSBek2023"
"8355";"RVBundKnErG"
"8356";"RVermVG6DV"
"8357";"RVStreitkrAbkUSA"
"8358";"RWBestG2008"
"8359";"RWBestG2022"
"8360";"RWBestV2005"
"8361";"RWBestV2007"
"8362";"RWBestV2009"
"8363";"RWBestV2010"
"8364";"RWBestV2011"
"8365";"RWBestV2012"
"8366";"RWBestV2013"
"8367";"RWBestV2014"
"8368";"RWBestV2015"
"8369";"RWBestV2016"
"8370";"RWBestV2017"
"8371";"RWBestV2018"
"8372";"RWBestV2019"
"8373";"RWBestV2020"
"8374";"RWBestV2021"
"8375";"SAAMNE"
"8376";"SaatArtVerzV1985"
"8377";"SaatBeihV1993"
"8378";"SaAusbV2005"
"8379";"SachBezV1994"
"8380";"SachBezVBG"
"8381";"SachenRDV"
"8382";"SBBFestV2014"
"8383";"SchAnpG2"
"8384";"SchKfmAusbV2004"
"8385";"SchKG19Abs224Bek2015"
"8386";"SchKG19Abs224Bek2016"
"8387";"SchKG19Abs224Bek2017"
"8388";"SchKG19Abs224Bek2018"
"8389";"SchKG19Abs224Bek2019"
"8390";"SchKG19Abs224Bek2020"
"8391";"SchKG19Abs224Bek2022"
"8392";"SchKiSpVDBest1"
"8393";"SchSiAusbV2008"
"8394";"SchSichVtr1960"
"8395";"SchuhfIndMeistPrV2013"
"8396";"SchutzRAbkPRT"
"8397";"SchutzRAbkSWE"
"8398";"SchwarzArbVtrNLD"
"8399";"SchwarzArbVtrGNLD"
"8400";"SchwPestV1988"
"8401";"SeeArbZNV"
"8402";"SeeBAV"
"8403";"SeeBV"
"8404";"SeeDatenÜbermittDV"
"8405";"SeeArbG119Abs4V"
"8406";"SeeArbG119Abs5V"
"8407";"SeeFischVtrG1976"
"8408";"SeeFSichV1993"
"8409";"SeelotRevierV1978"
"8410";"SeeLotsEigV11Bek"
"8411";"SeemAmtsBek1982"
"8412";"SeemannsÄKostV2001"
"8413";"SeeSchHaftÜbk1976"
"8414";"SeeSchIntÜbk1974"
"8415";"SeeStreitKrAbkGenf"
"8416";"SEIVerfMAusbV2004"
"8417";"SGÄndG12"
"8418";"SGÄndG13"
"8419";"SGÄndG4"
"8420";"SGÄndG7"
"8421";"SGB1"
"8422";"SGB10"
"8423";"SGB10Kap12"
"8424";"SGB10Kap3"
"8425";"SGB11"
"8426";"SGB12"
"8427";"SGB2"
"8428";"SGB3"
"8429";"SGB4"
"8430";"SGB5"
"8431";"SGB6"
"8432";"SGB7"
"8433";"SGB8"
"8434";"SGBIX"
"8435";"SGBVÜbV"
"8436";"SGBXIV"
"8437";"SGB220Abs2Bek"
"8438";"SGB220Abs2Bek2006"
"8439";"SGB220Abs2Bek2007"
"8440";"SGB220Abs2Bek2008"
"8441";"SGB220Abs2Bek2009"
"8442";"SGB220Abs2Bek2010"
"8443";"SGB248aFKV"
"8444";"SGB251bDatV"
"8445";"SGB5252PrüfV"
"8446";"SGB5291Abs2bSatz14VerlV"
"8447";"SGB5291VerlV"
"8448";"SGB7178Abs1V"
"8449";"SGB7178Abs1V2"
"8450";"SGB8ÄndG1"
"8451";"SGB92018160Abs3uaWMVO39Abs4Bek"
"8452";"SKAGBerlin"
"8453";"SkAufVAUT"
"8454";"SkAufVCHE"
"8455";"SkAufVCZE"
"8456";"SkAufVEST"
"8457";"SkAufVPOL"
"8458";"SojBoSaatV2015"
"8459";"SoldErnAnO2015"
"8460";"SolzG1995"
"8461";"SortSchBek1990"
"8462";"SortSchBek1993"
"8463";"SortSchG1985"
"8464";"SozialversicherungsRechengrößenverordnung2022"
"8465";"SozSichAbkALB"
"8466";"SozSichAbkAUT1995"
"8467";"SozSichAbkBEL"
"8468";"SozSichAbkBGR"
"8469";"SozSichAbkBRA"
"8470";"SozSichAbkESP2"
"8471";"SozSichAbkFIN1997"
"8472";"SozSichAbkGBR"
"8473";"SozSichAbkGRC"
"8474";"SozSichAbkHRV"
"8475";"SozSichAbkHUN"
"8476";"SozSichAbkIND"
"8477";"SozSichAbkISR"
"8478";"SozSichAbkJPN"
"8479";"SozSichAbkMAR"
"8480";"SozSichAbkMKD"
"8481";"SozSichAbkPOL"
"8482";"SozSichAbkPRT"
"8483";"SozSichAbkROM"
"8484";"SozSichAbkSVN"
"8485";"SozSichAbkSWE"
"8486";"SozSichAbkTUN"
"8487";"SozSichAbkTUR"
"8488";"SozSichAbk1985CAN"
"8489";"SozSichAbk1985DVbgCAN"
"8490";"SozSichAbk1985SchlProtCAN"
"8491";"SozSichAbk2ErgAbkESP"
"8492";"SozSichAbk2ZvbgESP"
"8493";"SozSichAbkÄndAbk2ZAbkTUR"
"8494";"SozSichAbkDVbgAUT"
"8495";"SozSichAbkDVbgGBR"
"8496";"SozSichAbkDVbgHUN"
"8497";"SozSichAbkDVbgJPN"
"8498";"SozSichAbkDVbgMAR"
"8499";"SozSichAbkDVbgPRT"
"8500";"SozSichAbkDVbgTUN"
"8501";"SozSichAbkDVbgTUR"
"8502";"SozSichAbkDVbgZVbgAUT"
"8503";"SozSichAbkErgVbgFRA2"
"8504";"SozSichAbkGMDA"
"8505";"SozSichAbkGPHL"
"8506";"SozSichAbkGUKR"
"8507";"SozSichAbkISRÄndAbkISR"
"8508";"SozSichAbkSchlProtBEL"
"8509";"SozSichAbkSchlProtFIN"
"8510";"SozSichAbkSchlProtMAR"
"8511";"SozSichAbkSchlProtSWE"
"8512";"SozSichAbkuaZProtBEL"
"8513";"SozSichAbkZAbkAUT"
"8514";"SozSichAbkZAbkCHE2"
"8515";"SozSichAbkZAbk2ZVbgCHEG"
"8516";"SozSichAbkZProtPRT"
"8517";"SozSichAbkZProtTUN"
"8518";"SozSichAbkZusAbkISR"
"8519";"SozSichAbkZusAbkZVbg2USAG"
"8520";"SozSichAbkZVbgBEL1"
"8521";"SozSichAbkZVbgBEL2"
"8522";"SozSichAbkZVbgBEL3"
"8523";"SozSichAbkZVbgCHE"
"8524";"SozSichRVbgSchlProtCAN"
"8525";"SpedKfmAusbV2004"
"8526";"SportFitnessAusbV"
"8527";"SStellVVVG"
"8528";"StÄndG1961"
"8529";"StÄndG1966"
"8530";"StÄndG1969"
"8531";"StÄndG1975"
"8532";"StanzUmfMechAusbV"
"8533";"StBDVÄndV2"
"8534";"StBefrAbkHRV"
"8535";"StBefrAbkLET"
"8536";"StBerGÄndG3"
"8537";"STCWCode"
"8538";"StGBuaÄndG1989"
"8539";"StGrenzVtrAUT"
"8540";"StGrenzVtrLUX"
"8541";"StiftEinsatzMedBWErl2022"
"8542";"StreitAbkBEL"
"8543";"StreitAbkCAN"
"8544";"StreitAbkFRA"
"8545";"StreitAbkGBR"
"8546";"StreitAbkUSA"
"8547";"StreitkrAVtrSUN"
"8548";"StreitkrNotW1994"
"8549";"StromPBGAnwBek2023"
"8550";"StromStG10Abs3uaBek"
"8551";"StromStG10Abs3uaBek2016"
"8552";"StromStG10Abs3uaBek2017"
"8553";"StromStG10Abs3uaBek2018"
"8554";"StromStG10Abs3uaBek2019"
"8555";"StromStG10Abs3uaBek2020"
"8556";"StromStG10Abs3uaBek2021"
"8557";"StromStG10Abs3uaBek2022"
"8558";"StrWAusbV2002"
"8559";"StrZusGubenAbkPOL"
"8560";"StStatG19953V"
"8561";"StVWasAusbV"
"8562";"StVOAusnV12"
"8563";"StVOAusnV4"
"8564";"StVOAusnV5"
"8565";"StVOAusnV8"
"8566";"StVOAusnV9"
"8567";"StVOuaVsAusnV2"
"8568";"StVOuaVsAusnV3"
"8569";"StVZOAusnV15"
"8570";"StVZOAusnV23"
"8571";"StVZOAusnV25"
"8572";"StVZOAusnV35"
"8573";"StVZOAusnV39"
"8574";"StVZOAusnV40"
"8575";"StVZOAusnV42"
"8576";"StVZOAusnV43"
"8577";"StVZOAusnV47"
"8578";"StVZOAusnV52"
"8579";"StVZOAusnV53"
"8580";"StVZOAusnV54"
"8581";"StVZOAusnV6"
"8582";"SUREGewährlG"
"8583";"SVAbkITA"
"8584";"SVAbkPOL"
"8585";"SVAbkSchlProtITA"
